:ID,actor,:LABEL
21169,赫伯特·西古恩萨 Herbert Siguenza,actor
21170,米歇尔·菲佛 Michelle Pfeiffer,actor
21171,大卫·彭德尔顿 David Pendleton,actor
21172,布鲁斯·威利斯 Bruce Willis,actor
21173,西奥沙福瓦 Siosa Fonua,actor
21174,沃德·邦德 Ward Bond,actor
21175,罗伯特·杜瓦尔 Robert Duvall,actor
21176,朱莉·安德鲁斯 Julie Andrews,actor
21177,贾米·埃曼 Jamie Elman,actor
21178,高岛彩 Aya Takashima,actor
21179,安东尼·吉德拉 Anthony Guidera,actor
21180,柳淳哲 Sun-cheol Yu,actor
21181,埃弗雷特·布朗 Everett Brown,actor
21182,詹姆斯·科纳 James Cotner,actor
21183,理查德·科德里 Richard Cordery,actor
21184,Giles New,actor
21185,吴俊全 Junquan Wu,actor
21186,李玉珠 Wok-joo Lee,actor
21187,阿米尔·塔莱 Amir Talai,actor
21188,麦斯·米科尔森 Mads Mikkelsen,actor
21189,藤贵子 Takako Fuji,actor
21190,亚力克斯·诺顿 Alex Norton,actor
21191,黄一飞 Yut Fei Wong,actor
21192,约翰·诺贝尔 John Noble,actor
21193,马克·里朗斯 Mark Rylance,actor
21194,吴磊 Lei Wu,actor
21195,Karl Bruckschwaiger,actor
21196,本·诺斯弗德 Benn Northover,actor
21197,安迪·迪克 Andy Dick,actor
21198,乔·潘托里亚诺 Joe Pantoliano,actor
21199,松山鹰志 Takashi Matsuyama,actor
21200,Francis Compton,actor
21201,理查德·希夫 Richard Schiff,actor
21202,蒂姆·罗斯 Tim Roth,actor
21203,布丽吉特·佛西 Brigitte Fossey,actor
21204,史蒂夫·阿尔珀特 Steve Alpert,actor
21205,塞伊拉·沃西 Zaira Wasim,actor
21206,陶传正 Chuan-cheng Tao,actor
21207,艾莉丝·布拉加 Alice Braga,actor
21208,保罗·布里格斯 Paul Briggs,actor
21209,朱利安·阿拉汗加 Julian Arahanga,actor
21210,艾尔莎·瑞雯 Elsa Raven,actor
21211,田端美保 Tabata Miho,actor
21212,厄比·史密斯 Irby Smith,actor
21213,麦伟章 Wai Cheung Mak,actor
21214,梅根·帕克 Megan Park,actor
21215,安德烈·瑟韦林 Andrzej Seweryn,actor
21216,吴回 Wui Ng,actor
21217,詹姆斯·柯登 James Corden,actor
21218,大谷育江 Ikue Ootani,actor
21219,克雷格·沃克 Craig Walker,actor
21220,Phyllis Barry,actor
21221,莫尼克·加布里埃拉·库尔内 Monique Gabriela Curnen,actor
21222,泰奥杜尔·卡雷-卡赛尼 Théodule Carré-Cassaigne,actor
21223,北野武 Takeshi Kitano,actor
21224,马丁·莱恩 Martin Laing,actor
21225,简·詹金斯 Jane Jenkins,actor
21226,川岛得爱 Tokuyoshi Kawashima,actor
21227,吉纳维芙·艾特肯 Genevieve Aitken,actor
21228,贝内黛塔·波尔卡罗利 Benedetta Porcaroli,actor
21229,努尔·艾尔·侯赛尼 Nour El Husseini,actor
21230,朴智勋 Park Ji-hoon,actor
21231,Harry Sinclair,actor
21232,恩里克·克兰东尼 Enrico Colantoni,actor
21233,里特奇·科斯特 Ritchie Coster,actor
21234,杰克·吉伦哈尔 Jake Gyllenhaal,actor
21235,朴信惠 Shin-hye Park,actor
21236,苏济·普里姆 Suzy Prim,actor
21237,凯丽·华盛顿 Kerry Washington,actor
21238,比利·博伊德 Billy Boyd,actor
21239,凯斯·索西 Kath Soucie,actor
21240,诺特·阿查拉那·阿瑞亚卫考 Nott Acharanat Ariyaritwikol,actor
21241,金彧亮 Yuliang Jin,actor
21242,唐纳德·富利洛夫 Donald Fullilove,actor
21243,伊莱亚斯·科泰斯 Elias Koteas,actor
21244,阿蜜拉·卡萨 Amira Casar,actor
21245,汉诺·波西尔 Hanno Pöschl,actor
21246,Cameron Finley,actor
21247,道格拉斯·M·格里芬 Douglas M. Griffin,actor
21248,爱德华多·莱奥 Edoardo Leo,actor
21249,达纳·盖尔 Dana Gaier,actor
21250,申承勇 Seung-yong Sin,actor
21251,埃茜·戴维斯 Essie Davis,actor
21252,汉克·曼 Hank Mann,actor
21253,朱塞佩·托纳多雷 Giuseppe Tornatore,actor
21254,约翰·贝西 John Bach,actor
21255,隆巴多·博伊尔 Lombardo Boyar,actor
21256,海塔·塞德拉·伊扎姆 Haita &#39;Cedra&#39; Izzam,actor
21257,兴梠里美 Satomi Koorogi,actor
21258,J·C·纽金特 J.C. Nugent,actor
21259,克里斯托弗·洛伊德 Christopher Lloyd,actor
21260,吉尔克里斯特·斯图尔特 Gilchrist Stuart,actor
21261,少爷占 Jim,actor
21262,斯坦利·图齐 Stanley Tucci,actor
21263,海伦·麦克洛瑞 Helen McCrory,actor
21264,吴涛 Tao Wu,actor
21265,王砚辉 Yanhui Wang,actor
21266,弗兰基·费森 Frankie Faison,actor
21267,Kay Deslys,actor
21268,刘兆铭 Lau Siu Ming,actor
21269,刘钦 Qin Liu,actor
21270,约翰·阿普雷亚 John Aprea,actor
21271,皮埃尔·巴斯蒂安 Pierre Bastien,actor
21272,什沙尔·夏尔马 Shishir Sharma,actor
21273,汤姆·霍兰德 Tom Holland,actor
21274,安德莉亚·埃克特 Andrea Eckert,actor
21275,李·昂克里奇 Lee Unkrich,actor
21276,弗朗索瓦·贝莱昂 François Berléand,actor
21277,原节子 Setsuko Hara,actor
21278,格特鲁德·阿斯特 Gertrude Astor,actor
21279,崔宇植 Woo-Sik Choi,actor
21280,马科·阿桑特 Marco Assante,actor
21281,泽比纽·扎马洲斯基 Zbigniew Zamachowski,actor
21282,约瑟夫·斯科拉 Joseph Sikora,actor
21283,巴里·沙巴卡·亨利 Barry Shabaka Henley,actor
21284,松下萌子 Moeko Matsushita,actor
21285,斯嘉丽·伯恩 Scarlett Byrne,actor
21286,拉瑞恩·纽曼 Laraine Newman,actor
21287,安娜·穆查 Anna Mucha,actor
21288,大卫·休姆·肯纳利 David Hume Kennerly,actor
21289,汤姆·汉克斯 Tom Hanks,actor
21290,米歇尔·莫纳汉 Michelle Monaghan,actor
21291,泰勒·派瑞 Tyler Perry,actor
21292,高保成 Baocheng Gao,actor
21293,秦沛 Paul Chun,actor
21294,理查德·史蒂文·霍维茨 Richard Steven Horvitz,actor
21295,约翰·瑞斯-戴维斯 John Rhys-Davies,actor
21296,山田裕贵 Yûki Yamada,actor
21297,艾伯丝·戴维兹 Embeth Davidtz,actor
21298,迈克·马斯喀特 Mike Muscat,actor
21299,埃利亚斯·库利 Elias Khoury,actor
21300,华森·波克彭 Wasin pokpong,actor
21301,亚美利哥·普雷休蒂 Americo Presciutti,actor
21302,卡罗尔·韦斯 Carole Weiss,actor
21303,许鞍华 Ann Hui,actor
21304,Carl Ciarfalio,actor
21305,Paul Holmes,actor
21306,张丰毅 Fengyi Zhang,actor
21307,乔恩·阿兹 Jon Eyez,actor
21308,理查德·詹金斯 Richard Jenkins,actor
21309,Donal Gibson,actor
21310,肖恩·比格斯代夫 Sean Biggerstaff,actor
21311,奥莎娜·阿金什那 Oksana Akinshina,actor
21312,斯科特·武田 Scott Takeda,actor
21313,加布里埃尔·曼 Gabriel Mann,actor
21314,托玛斯·博·拉森 Thomas Bo Larsen,actor
21315,马西莫·比安奇 Massimo Bianchi,actor
21316,小亮哥 Liang-Ge Hsiao,actor
21317,萨日娜·法哈蒂 Sarina Farhadi,actor
21318,博曼·伊拉尼 Boman Irani,actor
21319,萧亚轩 Elva Hsiao,actor
21320,德默特·墨菲 Dermot Murphy,actor
21321,汤姆·罗斯奎 Tom Rosqui,actor
21322,刘锡贤 Shek Yin Lau,actor
21323,新木优子 Yuko Araki,actor
21324,吉田理保子 Rihoko Yoshida,actor
21325,Hayato Sakurai,actor
21326,诺尔·古格雷米 Noel Gugliemi,actor
21327,Peter Carew,actor
21328,梁小龙 Siu-Lung Leung,actor
21329,中村正 Tadashi Nakamura,actor
21330,马元 Yuan Ma,actor
21331,姜广涛 Guangtao Jiang,actor
21332,查尔斯·阿德勒 Charles Adler,actor
21333,斯戴芬妮·斯考特 Stefanie Scott,actor
21334,贾斯蒂娜·马查多 Justina Machado,actor
21335,罗尔夫·萨克森 Rolf Saxon,actor
21336,石田光子 Mitsuko Ishida,actor
21337,杰德·布罗菲 Jed Brophy,actor
21338,李韫慧 Yunhui Li,actor
21339,迈克尔·杰特 Michael Jeter,actor
21340,菲利普·格里夫 Philip Grieve,actor
21341,苏珊·布洛马特 Susan Blommaert,actor
21342,克里斯·雷纳德 Chris Renaud,actor
21343,珍妮特·利 Janet Leigh,actor
21344,费雯·丽 Vivien Leigh,actor
21345,金锦顺 Geum-Soon Kim,actor
21346,卡维塔帕蒂尔 Kavita Patil,actor
21347,高桥一生 Issey Takahashi,actor
21348,卡拉·霍根 Cara Horgan,actor
21349,布雷特·麦肯齐 Bret McKenzie,actor
21350,卡斯·莱蒙斯 Kasi Lemmons,actor
21351,Maritoni Fernandez,actor
21352,左小青 Xiaoqing Zuo,actor
21353,约翰·韦恩 John Wayne,actor
21354,劳伦斯·菲什伯恩 Laurence Fishburne,actor
21355,奥蒂妮·乔尼 Odine Johne,actor
21356,梁正晖 Zhenghui Liang,actor
21357,尾美利德 Toshinori Omi,actor
21358,邢金沙 Jinsha  Xing,actor
21359,艾瑞克·林登 Eric Linden,actor
21360,朱茵 Athena Chu,actor
21361,伊万·斯图尔特 Ewan Stewart,actor
21362,韩利进 Yi-jin Han,actor
21363,普丽亚·布莱克本 Priya Blackburn,actor
21364,Tita Muñoz,actor
21365,卡罗莉内·特斯卡 Karoline Teska,actor
21366,基特·康纳 Kit Connor,actor
21367,米凯·麦高万 Mickie McGowan,actor
21368,中谷美纪 Miki Nakatani,actor
21369,格利高里·派克 Gregory Peck,actor
21370,何华超 Tony Ho,actor
21371,亚当·劳夫 Adam Rauf,actor
21372,户次重幸 Shigeyuki Totsugi,actor
21373,吉洁特 Gidget,actor
21374,赫伯特·埃文斯 Herbert Evans,actor
21375,米哈伊尔·戈尔巴乔夫 Mikhail Gorbachev,actor
21376,佐仓绫音 Ayane Sakura,actor
21377,卡拉·奥奇格罗索 Carla Occhiogrosso,actor
21378,宝拉·佩尔 Paula Pell,actor
21379,文森特·沃尔什 Vincent Walsh,actor
21380,格伦·莫肖尔 Glenn Morshower,actor
21381,亚历克斯·崔贝克 Alex Trebek,actor
21382,章宇 Yu Zhang,actor
21383,米歇尔·罗班 Michel Robin,actor
21384,任达华 Simon Yam,actor
21385,汉娜·乔恩-卡门 Hannah John-Kamen,actor
21386,高阳 Yang Gao,actor
21387,李兆基 Siu-Kei Lee,actor
21388,赫柏·贝尔德索尔 Hebe Beardsall,actor
21389,斯蒂文·麦金托什 Steven Mackintosh,actor
21390,艾伦·吉福德 Alan Gifford,actor
21391,蒂姆·布雷克·尼尔森 Tim Blake Nelson,actor
21392,丁国琳 Kuo-Lin Ting,actor
21393,王涛 Tao Wang,actor
21394,凯瑟琳·麦克马克 Catherine McCormack,actor
21395,Tolga Safer,actor
21396,大卫·诺 David No,actor
21397,Inez Gorman,actor
21398,马克西姆·梅米特 Maxim Mehmet,actor
21399,稻叶义男 Yoshio Inaba,actor
21400,米兰达·诺兰 Miranda Nolan,actor
21401,娜塔丽·科尔多瓦 Natalia Cordova,actor
21402,杰里米·利里 Jeremy Leary,actor
21403,大卫·休里斯 David Thewlis,actor
21404,约翰·赫特 John Hurt,actor
21405,伊安·邦纳 Ian Bannen,actor
21406,埃里克·莫罗 Eric Moreau,actor
21407,吉达·布塔 Gilda Buttà,actor
21408,邦妮·怀特 Bonnie Wright,actor
21409,约瑟夫·米卡-亨特 Joseph Mika-Hunt,actor
21410,布赖恩·斯特帕尼克 Brian Stepanek,actor
21411,伊冯娜·桑松 Yvonne Sanson,actor
21412,汤姆·斯托顿 Tom Stourton,actor
21413,田中祥平 Shohei Tanaka,actor
21414,杰夫·高布伦 Jeff Goldblum,actor
21415,谢发丽·裘德胡里 Shefali Chowdhury,actor
21416,夏萍 Ping Ha,actor
21417,帕特里克·马基 Patrick Magee,actor
21418,亨利·伯格曼 Henry Bergman,actor
21419,黛博拉·罗桑 Deborah Rosan,actor
21420,麦肯娜·格瑞丝 Mckenna Grace,actor
21421,吉米·雷·皮肯斯 Jimmy Ray Pickens,actor
21422,清水美恵 Sanpei Mine,actor
21423,纳伊姆·汗 Najeem Khan,actor
21424,Shep Houghton,actor
21425,米尔斯·彼埃尔 Mills Pierre,actor
21426,Richard Hawley,actor
21427,基思·坎贝尔 Keith Campbell,actor
21428,蔡鸿翔 Hongxiang Cai,actor
21429,Martin Deluca,actor
21430,安吉丽卡·托恩 Angelica Torn,actor
21431,露丝·普拉特 Ruth Platt,actor
21432,维托·斯科蒂 Vito Scotti,actor
21433,格瑞辰·摩尔 Gretchen Mol,actor
21434,约翰·弗劳思 John Flaus,actor
21435,吉姆·简森 Jim Jansen,actor
21436,吉姆·诺顿 Jim Norton,actor
21437,鳕子 Tarako,actor
21438,刘玥辰 Megan Liu,actor
21439,皮尔斯·布鲁斯南 Pierce Brosnan,actor
21440,佩里·米尔沃德 Perry Millward,actor
21441,雷婕熙 J.C Lei,actor
21442,鲁芬 Fun Lo,actor
21443,卡拉 帕西托 Kara Pacitto,actor
21444,尼克·瓦莱隆加 Nick Vallelonga,actor
21445,董允锡 Dong Yoon-seok,actor
21446,布莱恩·克辛格 Brian Kesinger,actor
21447,肯·马里诺 Ken Marino,actor
21448,约翰·雷吉扎莫 John Leguizamo,actor
21449,原沙知绘 Sachie Hara,actor
21450,寺杣昌纪 Masaki Terasoma,actor
21451,乔治·奧瑞森 George Orrison,actor
21452,丹尼斯·林奇 Dennis Lynch,actor
21453,哈威·凯特尔 Harvey Keitel,actor
21454,Gail Bonney,actor
21455,Tanveer K. Atwal,actor
21456,林原惠美 Megumi Hayashibara,actor
21457,萨曼萨·罗根 Samantha Logan,actor
21458,汤姆·费尔顿 Tom Felton,actor
21459,崔沃·加格农 Trevor Gagnon,actor
21460,葛丽泰·嘉宝 Greta Garbo,actor
21461,Michael Kelly,actor
21462,南砚友 Nam Yeon-woo,actor
21463,卡迈恩·科波拉 Carmine Coppola,actor
21464,山野井仁 Jin Yamanoi,actor
21465,萨沙·斯皮尔伯格 Sasha Spielberg,actor
21466,欧文·威尔逊 Owen Wilson,actor
21467,Serena Reeder,actor
21468,露露·威尔逊 Lulu Wilson,actor
21469,王佳宁 Jianing Wang,actor
21470,兰道尔·爱德华 Randal Edwards,actor
21471,马修·夏普 Matthew Sharp,actor
21472,何李宁 Lining He,actor
21473,吉尔·马德雷尔 Jill Maddrell,actor
21474,野口文惠 Fumie Noguchi,actor
21475,倪大红 Dahong Ni,actor
21476,萨缪尔·劳金 Samuel Roukin,actor
21477,法迪·尤瑟夫 Fadi Yousef,actor
21478,David Patykewich,actor
21479,薇薇安·库布里克 Vivian Kubrick,actor
21480,萨比恩·克洛森 Sabine Crossen,actor
21481,米哈利·绍鲍多什 Mihály Szabados,actor
21482,唐娜·里德 Donna Reed,actor
21483,马修·戈尔德 Matthew Gold,actor
21484,安德鲁·蒂曼 Andrew Tiernan,actor
21485,香川京子 Kyôko Kagawa,actor
21486,黄秋生 Anthony Wong Chau-Sang,actor
21487,马千壹 Qianyi Ma,actor
21488,赵莞基 Wan-gi Jo,actor
21489,郑满植 Man-shik Jeong,actor
21490,山下容莉枝 Yorie Yamashita,actor
21491,乔治亚·黑尔 Georgia Hale,actor
21492,德克斯特·弗莱彻 Dexter Fletcher,actor
21493,张海艳 Haiyan Zhang,actor
21494,刘准 Cheun Lau,actor
21495,Madge Blake,actor
21496,凯文·科斯特纳 Kevin Costner,actor
21497,郭易峰 Yifeng Guo,actor
21498,弗罗里安·巴西奥罗麦 Florian Bartholomäi,actor
21499,成志娄 Ji-ru Sung,actor
21500,亚历克斯·马努吉安 Alex Manugian,actor
21501,乌尔里希·图库尔 Ulrich Tukur,actor
21502,马克·约翰逊 Mark Johnson,actor
21503,郑熙泰 Hee-tae Jung,actor
21504,Noel Appleby,actor
21505,James W. Gavin,actor
21506,查尔斯·A·坦伯罗 Charles A. Tamburro,actor
21507,埃里克·约翰逊 Eric Johnson,actor
21508,Takuya Kirimoto,actor
21509,斯科特·安德森 Scott Anderson,actor
21510,田野惠  Megumi Tano,actor
21511,本尼托·马丁内斯 Benito Martinez,actor
21512,哈里·谢尔 Harry Shearer,actor
21513,阿伦·克雷格 Aaron Craig,actor
21514,凯莉·麦克唐纳 Kelly Macdonald,actor
21515,波伊德·霍布鲁克 Boyd Holbrook,actor
21516,李·恩格里比 Lee Ingleby,actor
21517,Bobby Hale,actor
21518,Cyril Thornton,actor
21519,艾普尔·格雷斯 April Grace,actor
21520,安妮卡·韦德科普 Annika Wedderkopp,actor
21521,汉斯·迈尔 Hans Meyer,actor
21522,大卫·博维尔 David Bovill,actor
21523,西莫·莫加瓦扎 Simo Mogwaza,actor
21524,张明明 Mingming Zhang,actor
21525,劳拉·凯洛蒂 Laura Cayouette,actor
21526,南希·杜普拉 Nancy Dupláa,actor
21527,鲁迪·邦德 Rudy Bond,actor
21528,保罗·鲁斯特 Paul Rust,actor
21529,加布里埃莱·拉维亚 Gabriele Lavia,actor
21530,柳叶敏郎 Toshirô Yanagiba,actor
21531,芭芭拉·赫希 Barbara Hershey,actor
21532,理查德·尼克松 Richard Nixon,actor
21533,宫内幸平 Kôhei Miyauchi,actor
21534,梁佩诗 Katie Leung,actor
21535,乔什·哈切森 Josh Hutcherson,actor
21536,吉恩·坎菲尔德 Gene Canfield,actor
21537,史蒂夫·格里芬 Steve Griffin,actor
21538,柳乐优弥 Yûya Yagira,actor
21539,李淳 Mason Lee,actor
21540,伊恩·穆内 Ian Mune,actor
21541,伊丽莎白·麦戈文 Elizabeth McGovern,actor
21542,彼得·德·席尔瓦 Pietro De Silva,actor
21543,艾伦·阿姆斯特朗 Alun Armstrong,actor
21544,广濑正志 Masashi Hirose,actor
21545,尼尔·吉恩托利 Neil Giuntoli,actor
21546,莉萨·萨默乌 Lisa Summerour,actor
21547,弗莱德·克莱恩 Fred Crane,actor
21548,吴孟达 Man Tat Ng,actor
21549,冯远征 Yuanzheng Feng,actor
21550,布鲁克·史密斯 Brooke Smith,actor
21551,伊凡·科尔 Ivonne Coll,actor
21552,汤姆·埃沃雷特 Tom Everett,actor
21553,奇道 Dao Qi,actor
21554,马蒂娜·格德克 Martina Gedeck,actor
21555,刘承睦 Yoo Seung-Mok,actor
21556,萧艾 Ai Hsiao,actor
21557,施懿 Yi Shi,actor
21558,理查德·泰勒 Richard Taylor,actor
21559,布莱恩·库瑞 Brian Hayes Currie,actor
21560,李仙湖 Chelsea Li,actor
21561,陈述 Shu Chen,actor
21562,艾萨克·安德鲁斯 Isaac Andrews,actor
21563,肖恩·宾 Sean Bean,actor
21564,皮埃尔-罗兰·巴纳隆 Pierre-Laurent Barneron,actor
21565,弗兰克·西维罗 Frank Sivero,actor
21566,艾玛·斯通 Emma Stone,actor
21567,Manolo Garcia,actor
21568,爱德华·兰德尔 Edward Randell,actor
21569,阿金·奥莫托索 Akin Omotoso,actor
21570,杰克·布莱克 Jack Black,actor
21571,南希·利内翰 Nancy Lenehan,actor
21572,克劳迪·布莱克利 Claudie Blakley,actor
21573,马妮·尼克松 Marni Nixon,actor
21574,夏帆 Kaho,actor
21575,徐锦江 Elvis Tsui,actor
21576,安格斯·桑普森 Angus Sampson,actor
21577,柯一正 I-Chen Ko,actor
21578,陈冠希 Edison Chen,actor
21579,柳惠琳 Hye-rin Ryu,actor
21580,黄锐民 Oliver Wong,actor
21581,兰斯·富勒 Lance Fuller,actor
21582,乔西·特立尼达 Josie Trinidad,actor
21583,伊格纳齐奥·巴尔萨莫 Ignazio Balsamo,actor
21584,草刈正雄 Masao Kusakari,actor
21585,亨利·方达 Henry Fonda,actor
21586,克雷格·帕克 Craig Parker,actor
21587,中岛春雄 Haruo Nakajima,actor
21588,郑元中 Won-jung Jeong,actor
21589,董立范 Lifan Dong,actor
21590,科林·帕特里克·林奇 Colin Patrick Lynch,actor
21591,克里·杜瓦尔 Clea DuVall,actor
21592,黛博拉·霍巴尔 Deborah Hobar,actor
21593,乔治·汉密尔顿 George Hamilton,actor
21594,罗伯特·韦伯 Robert Webber,actor
21595,伊莱耶斯·加贝尔 Elyes Gabel,actor
21596,本田博太郎 Hirotarô Honda,actor
21597,拉尔夫·费因斯 Ralph Fiennes,actor
21598,阿尔·伯恩 Earl Boen,actor
21599,艺秀晶 Ye Soo-jung,actor
21600,阿隆·麦克卡斯克 Aaron McCusker,actor
21601,亨利·丹尼尔 Henry Daniell,actor
21602,酒井敏也 Toshiya Sakai,actor
21603,弗兰克·德安布罗西奥 Franc D&#39;Ambrosio,actor
21604,山口胜平 Kappei Yamaguchi,actor
21605,蔡少芬 Ada Choi,actor
21606,郝祥海 Xianghai Hao,actor
21607,阿诺·施瓦辛格 Arnold Schwarzenegger,actor
21608,凯蒂·丽 Katie Leigh,actor
21609,西蒙·克雷恩 Simon Crane,actor
21610,安德鲁·凯文·沃克 Andrew Kevin Walker,actor
21611,休·基斯-拜恩 Hugh Keays-Byrne,actor
21612,吉莉安·普法夫 Gillian Pfaff,actor
21613,赵梓彤 Zitong Zhao,actor
21614,William F. Leicester,actor
21615,林凡  Van Ling,actor
21616,郑载宪 Jae-heon Jeong,actor
21617,雅克·博杜因 Jacques Bodoin,actor
21618,鸿鸿 Hung Hung,actor
21619,贾维德·杰弗里 Javed Jaffrey,actor
21620,Tony Christian,actor
21621,Sekwan Auger,actor
21622,格拉汉姆·贝克尔 Graham Beckel,actor
21623,Luigi Moneta,actor
21624,莉亚·科贝德 Liya Kebede,actor
21625,T·J·米勒 T.J. Miller,actor
21626,诺伯特·魏塞尔 Norbert Weisser,actor
21627,Paul Barker,actor
21628,布鲁诺·甘茨 Bruno Ganz,actor
21629,Tim Smith,actor
21630,布伦特·塞克斯顿 Brent Sexton,actor
21631,迈克·莫内蒂 Mike Monetti,actor
21632,肯·科齐格 Ken Kirzinger,actor
21633,榊原良子 Yoshiko Sakakibara,actor
21634,巴迪·梅辛杰 Buddy Messinger,actor
21635,蕾拉·哈塔米 Leila Hatami,actor
21636,富兰克林·法纳姆 Franklyn Farnum,actor
21637,畠山明子 Akiko Hatakeyama,actor
21638,温妮·孔 Winnie Hung,actor
21639,Atul Tiwari,actor
21640,夏洛特·古列齐 Charlotte Gulezian,actor
21641,道恩·艾达丝 Dawn Addams,actor
21642,庄益增 Cres Chuang,actor
21643,阿兰·弗吉 Alan Fudge,actor
21644,迈克·克拉克·邓肯 Michael Clarke Duncan,actor
21645,诺亚·莫扎兹 Noah Moazezi,actor
21646,John Chisholm,actor
21647,Christian Ankowitsch,actor
21648,刘斌 Bin Liu,actor
21649,朗·埃达德 Ron Eldard,actor
21650,朱咪咪 Mimi Chu,actor
21651,喜利图 Keith Shillitoe,actor
21652,埃里·瓦拉赫 Eli Wallach,actor
21653,周璞 Pu Zhou,actor
21654,让·迦本 Jean Gabin,actor
21655,卢克·纽伯里 Luke Newberry,actor
21656,乔治·佩林 George Pelling,actor
21657,杰夫·奎卡 Jeff Kryka,actor
21658,迈克尔·巴考尔 Michael Bacall,actor
21659,西蒙·伍兹 Simon Woods,actor
21660,武田真治 Shinji Takeda,actor
21661,汉斯-尤韦·鲍尔 Hans-Uwe Bauer,actor
21662,杰克·瓦尔登 Jack Warden,actor
21663,丰川悦司 Etsushi Toyokawa,actor
21664,罗伯特·吉尔劳姆 Robert Guillaume,actor
21665,津岛惠子 Keiko Tsushima,actor
21666,克里斯·韦奇 Chris Wedge,actor
21667,西蒙·西涅莱 Simone Signoret,actor
21668,凯特·玛拉 Kate Mara,actor
21669,艾米·莱德 Amy Ryder,actor
21670,刘家辉 Chia Hui Liu,actor
21671,克里斯汀·沙尔 Kristen Schaal,actor
21672,麦肯锡·克鲁克 Mackenzie Crook,actor
21673,萨拉·米博·孙 Sara Mibo Sohn,actor
21674,科菲·斯里博伊 Kofi Siriboe,actor
21675,凯伦·皮特曼 Karen Pittman,actor
21676,罗切尔·罗斯 Rochelle Rose,actor
21677,斯蒂芬·布吉格沃特 Stephen Bridgewater,actor
21678,坦娅·克拉克 Tanya Clarke,actor
21679,伊利亚·伍德 Elijah Wood,actor
21680,鲍比·莫尼汉 Bobby Moynihan,actor
21681,凯西·威尔逊 Casey Wilson,actor
21682,乔恩·坎普林 Jon Campling,actor
21683,艾玛·朗 Emma Lung,actor
21684,马里奥·布雷加 Mario Brega,actor
21685,彼得·杰克林 Peter Jecklin,actor
21686,杰森·席格尔 Jason Segel,actor
21687,權炳吉 Kwon Byung-gil,actor
21688,Henry Kingsmill,actor
21689,扬·拉布森 Jan Rabson,actor
21690,黛布拉·迪兹 Debra Ades,actor
21691,杰克·巴农 Jack Bannon,actor
21692,竹山隆范 Takanori Takeyama,actor
21693,吉行和子 Kazuko Yoshiyuki,actor
21694,斯科特·威廉姆·文特斯 Scott William Winters,actor
21695,格雷戈里·加迪诺尔 Grégory Gatignol,actor
21696,王柏森 Bosen Wang,actor
21697,吴淑昆 Shukun Wu,actor
21698,苏茜·爱米斯 Suzy Amis,actor
21699,Hiroko Maruyama,actor
21700,王肖兵 Xiaobing Wang,actor
21701,李凤莲 Lee Bong-ryeon,actor
21702,威尔弗里德·霍赫霍尔丁格 Wilfried Hochholdinger,actor
21703,卡斯·安瓦尔 Cas Anvar,actor
21704,津贺有子 Yûko Tsuga,actor
21705,凯文·史派西 Kevin Spacey,actor
21706,张济平 Kei Ping Zhang,actor
21707,达文尼亚·麦克法登 Davenia McFadden,actor
21708,托马·索利韦尔 Thomas Solivéres,actor
21709,刘洁 Jie Liu,actor
21710,肖恩·布里吉格斯 Sean Bridgers,actor
21711,大卫·鲍伊 David Bowie,actor
21712,雨果·维文 Hugo Weaving,actor
21713,李健仁 Kin-Yan Lee,actor
21714,维拉·迈尔斯 Vera Miles,actor
21715,贝拉·费斯彼姆 Béla Fesztbaum,actor
21716,克里斯托弗·尼姆 Christopher Neame,actor
21717,伊文娜·林奇 Evanna Lynch,actor
21718,山像香 Kaori Yamagata,actor
21719,林鸿铭 Hongming Lin,actor
21720,张敏 Sharla Cheung,actor
21721,罗伯特·卡普荣 Robert Capron,actor
21722,达伦·奥曼迪 Darren Ormandy,actor
21723,金秉玉 Byeong-ok Kim,actor
21724,Ellen Becker-Gray,actor
21725,埃文·绍塞多 Evan Saucedo,actor
21726,东山千荣子 Chieko Higashiyama,actor
21727,约瑟夫·约翰·谢尔勒 Joseph John Schirle,actor
21728,艾丽莎·安德瑞格 Alissa Anderegg,actor
21729,劳伦斯·特纳 Lawrence Turner,actor
21730,露西·拉塞尔 Lucy Russell,actor
21731,布鲁斯·米切尔 Bruce Mitchell,actor
21732,玛丽昂·歌迪亚 Marion Cotillard,actor
21733,巴特熊 Bart the Bear,actor
21734,尹志强 Chi Keung Wan,actor
21735,彼得·门萨 Peter Mensah,actor
21736,安德鲁·林肯 Andrew Lincoln,actor
21737,瓦莱丽亚·戈利诺 Valeria Golino,actor
21738,Glen Walters,actor
21739,千叶繁 Shigeru Chiba,actor
21740,苑琼丹 King-Tan Yuen,actor
21741,郭秀贞 Soo-Jeong Kwak,actor
21742,鲁本·兰登 Reuben Langdon,actor
21743,约翰·特拉沃尔塔 John Travolta,actor
21744,多里·曼佐尔 Dory Manzour,actor
21745,乔纳森·哈根森 Jonathan Haagensen,actor
21746,弗兰科·梅斯科利尼 Franco Mescolini,actor
21747,艾丽卡·里瓦斯 Erica Rivas,actor
21748,迈克尔·伯吉斯 Michael Burgess,actor
21749,琳达·汉密尔顿 Linda Hamilton,actor
21750,瑛莲 Elen,actor
21751,吕迪·勒努瓦 Rudy Lenoir,actor
21752,吴永庆 Yongqing Wu,actor
21753,查理·霍夫赫梅尔 Charlie Hofheimer,actor
